"unique_key","created_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","status","community_board","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","latitude","longitude","location"
"67075006","2025-12-06T13:20:49.000","DOB","Department of Buildings","Elevator","Elevator - Multiple Devices On Property",,"11377","72-10 41 AVENUE","41 AVENUE",,,,,"ADDRESS","Open","04 QUEENS","QUEENS","1013908","210718","UNKNOWN","Unspecified","QUEENS","40.74499909172425","-73.89296757512533","@{latitude=40.74499909172425; longitude=-73.89296757512533; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67075383","2025-12-06T13:20:49.000","DOB","Department of Buildings","General Construction/Plumbing","Building Permit - None",,"11434","170-16 144 AVENUE","144 AVENUE",,,,,"ADDRESS","Open","12 QUEENS","QUEENS","1048241","183037","UNKNOWN","Unspecified","QUEENS","40.668839761331604","-73.76932707805047","@{latitude=40.668839761331604; longitude=-73.76932707805047; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081144","2025-12-06T13:20:00.000","DEP","Department of Environmental Protection","Air Quality","Air: Odor/Fumes, Restaurant (AD2)",,"10033","558 WEST  181 STREET","WEST  181 STREET","AUDUBON AVE","ST NICHOLAS AVE",,,"ADDRESS","Open","12 MANHATTAN","MANHATTAN","1002804","248590","ONLINE","Unspecified","MANHATTAN","40.84897766372195","-73.93293601807679","@{latitude=40.84897766372195; longitude=-73.93293601807679; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67080886","2025-12-06T13:18:14.000","DPR","Department of Parks and Recreation","Maintenance or Facility","Rodent Sighting","Park","10009","144 AVENUE A","AVENUE A","ST MARKS PLACE","EAST    9 STREET","ST MARKS PLACE","EAST    9 STREET","ADDRESS","In Progress","03 MANHATTAN","MANHATTAN","989042","204204","PHONE","Unspecified","MANHATTAN","40.72716820472698","-73.98271083621445","@{latitude=40.72716820472698; longitude=-73.98271083621445; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67080966","2025-12-06T13:18:05.000","DOHMH","Department of Health and Mental Hygiene","Construction Lead Dust","Common Areas and Apartment","3+ Family Apartment Building","10027","2185 7 AVENUE","7 AVENUE","WEST  129 STREET","WEST  130 STREET","WEST  129 STREET","WEST  130 STREET","ADDRESS","In Progress","10 MANHATTAN","MANHATTAN","999096","234984","PHONE","Unspecified","MANHATTAN","40.811640114559886","-73.94636879991056","@{latitude=40.811640114559886; longitude=-73.94636879991056; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67075265","2025-12-06T13:17:52.000","DSNY","Department of Sanitation","Missed Collection","Compost","Street","11375","102-19 68 AVENUE","68 AVENUE","AUSTIN STREET","BOOTH STREET","AUSTIN STREET","BOOTH STREET","ADDRESS","In Progress","06 QUEENS","QUEENS","1025192","202882","ONLINE","Unspecified","QUEENS","40.723446189081244","-73.8522926248902","@{latitude=40.723446189081244; longitude=-73.8522926248902; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67085151","2025-12-06T13:17:48.000","DOB","Department of Buildings","Elevator","Elevator - Multiple Devices On Property",,"10453","2195 MORRIS AVENUE","MORRIS AVENUE",,,,,"ADDRESS","Open","05 BRONX","BRONX","1011046","251234","UNKNOWN","Unspecified","BRONX","40.85621348781439","-73.90313451781053","@{latitude=40.85621348781439; longitude=-73.90313451781053; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67077985","2025-12-06T13:17:48.000","DOB","Department of Buildings","Elevator","Elevator - Multiple Devices On Property",,"10473","630 PUGSLEY AVENUE","PUGSLEY AVENUE",,,,,"ADDRESS","Open","09 BRONX","BRONX","1024575","237691","UNKNOWN","Unspecified","BRONX","40.818990504742736","-73.85430972112536","@{latitude=40.818990504742736; longitude=-73.85430972112536; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67084029","2025-12-06T13:17:07.000","DOHMH","Department of Health and Mental Hygiene","Smoking or Vaping","Allowed in Smoke Free Area","Residential Building","11216","701 ST MARKS AVENUE","ST MARKS AVENUE","NOSTRAND AVENUE","NEW YORK AVENUE","NOSTRAND AVENUE","NEW YORK AVENUE","ADDRESS","In Progress","08 BROOKLYN","BROOKLYN","998314","185264","ONLINE","Unspecified","BROOKLYN","40.67517246631523","-73.94929773793326","@{latitude=40.67517246631523; longitude=-73.94929773793326; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079742","2025-12-06T13:17:00.000","DEP","Department of Environmental Protection","Water System","Hydrant Running (WC3)",,"11209","7324 6 AVENUE","6 AVENUE","73 ST","74 ST",,,"ADDRESS","Closed","10 BROOKLYN","BROOKLYN","978779","168613","PHONE","Unspecified","BROOKLYN","40.62947858200139","-74.01971004982923","@{latitude=40.62947858200139; longitude=-74.01971004982923; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67075371","2025-12-06T13:17:00.000","DEP","Department of Environmental Protection","Water System","Hydrant Knocked Over/Missing (WC)",,"11204","2250 59 STREET","59 STREET","BAY PKWY","23 AVE",,,"ADDRESS","Open","12 BROOKLYN","BROOKLYN","990710","163922","PHONE","Unspecified","BROOKLYN","40.61660210207172","-73.97673142737797","@{latitude=40.61660210207172; longitude=-73.97673142737797; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67073950","2025-12-06T13:17:00.000","DEP","Department of Environmental Protection","Water System","Possible Water Main Break (Use Comments) (WA1)",,"11223","1950 EAST    4 STREET","EAST    4 STREET","KINGS HWY","AVENUE S",,,"ADDRESS","Open","15 BROOKLYN","BROOKLYN","992912","158954","PHONE","Unspecified","BROOKLYN","40.60296408375436","-73.96880631465677","@{latitude=40.60296408375436; longitude=-73.96880631465677; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67080954","2025-12-06T13:16:06.000","DOT","Department of Transportation","Street Condition","Rough, Pitted or Cracked Roads","Street","11368","99-31 CORONA AVENUE","CORONA AVENUE","99 STREET","102 STREET","99 STREET","102 STREET","ADDRESS","In Progress","04 QUEENS","QUEENS","1022413","210487","ONLINE","Unspecified","QUEENS","40.74433244205354","-73.86227533129524","@{latitude=40.74433244205354; longitude=-73.86227533129524; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082525","2025-12-06T13:16:04.000","DSNY","Department of Sanitation","Vendor Enforcement","Food Vendor","Street","10019","100 WEST   57 STREET","WEST   57 STREET","AVENUE OF THE AMERICAS","6 1/2 AVENUE","AVENUE OF THE AMERICAS","6 1/2 AVENUE","ADDRESS","Closed","05 MANHATTAN","MANHATTAN","990491","217779","PHONE","Unspecified","MANHATTAN","40.76442727130689","-73.97747036014913","@{latitude=40.76442727130689; longitude=-73.97747036014913; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078034","2025-12-06T13:15:50.000","DOHMH","Department of Health and Mental Hygiene","Non-Residential Heat","Inadequate or No Heat","Building (Non-Residential)","10466","3945 WHITE PLAINS ROAD","WHITE PLAINS ROAD","EAST  223 STREET","EAST  224 STREET","EAST  223 STREET","EAST  224 STREET","ADDRESS","In Progress","12 BRONX","BRONX","1022697","262448","ONLINE","Unspecified","BRONX","40.8869493934197","-73.86095276011658","@{latitude=40.8869493934197; longitude=-73.86095276011658; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67083931","2025-12-06T13:15:47.000","DSNY","Department of Sanitation","Illegal Posting","Poster or Sign","Sidewalk","11231","41 1 STREET","1 STREET","HOYT STREET","BOND STREET","HOYT STREET","BOND STREET","ADDRESS","In Progress","06 BROOKLYN","BROOKLYN","986556","186456","ONLINE","Unspecified","BROOKLYN","40.67845510866414","-73.99168620839913","@{latitude=40.67845510866414; longitude=-73.99168620839913; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67084222","2025-12-06T13:14:47.000","DOB","Department of Buildings","Plumbing","Plumbing Work - Illegal/No Permit/Standpipe/Sprinkler",,"11223","1930 WEST   13 STREET","WEST   13 STREET",,,,,"ADDRESS","Open","11 BROOKLYN","BROOKLYN","988473","157711","UNKNOWN","Unspecified","BROOKLYN","40.59955552815647","-73.98479286467186","@{latitude=40.59955552815647; longitude=-73.98479286467186; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079903","2025-12-06T13:14:47.000","DOB","Department of Buildings","General Construction/Plumbing","Vent/Exhaust - Illegal/Improper",,"10019","748 10 AVENUE","10 AVENUE",,,,,"ADDRESS","Open","04 MANHATTAN","MANHATTAN","986635","218064","UNKNOWN","Unspecified","MANHATTAN","40.76521140387082","-73.99139019016792","@{latitude=40.76521140387082; longitude=-73.99139019016792; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67085410","2025-12-06T13:14:41.000","DSNY","Department of Sanitation","Missed Collection","Compost","Street","11370","32-04 81 STREET","81 STREET","32 AVENUE","NORTHERN BOULEVARD","32 AVENUE","NORTHERN BOULEVARD","ADDRESS","In Progress","03 QUEENS","QUEENS","1015659","215167","ONLINE","Unspecified","QUEENS","40.7572044162495","-73.88662763731301","@{latitude=40.7572044162495; longitude=-73.88662763731301; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078254","2025-12-06T13:14:37.000","DSNY","Department of Sanitation","Residential Disposal Complaint","Trash or Recycling Not Secure","Sidewalk","11373","43-47 ELBERTSON STREET","ELBERTSON STREET","LAMONT AVENUE","43 AVENUE","LAMONT AVENUE","43 AVENUE","ADDRESS","In Progress","04 QUEENS","QUEENS","1019615","210631","PHONE","Unspecified","QUEENS","40.74473931754246","-73.87237213083114","@{latitude=40.74473931754246; longitude=-73.87237213083114; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076674","2025-12-06T13:14:28.000","DOT","Department of Transportation","Street Condition","Cave-in","Street","11361","42-10 208 STREET","208 STREET","42 AVENUE","43 AVENUE","42 AVENUE","43 AVENUE","ADDRESS","In Progress","11 QUEENS","QUEENS","1046117","216622","ONLINE","Unspecified","QUEENS","40.761037346808074","-73.77667492654238","@{latitude=40.761037346808074; longitude=-73.77667492654238; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078341","2025-12-06T13:14:00.000","DEP","Department of Environmental Protection","Lead","Lead Kit Request (Residential) (L10)",,"10305","56 QUINTARD STREET","QUINTARD STREET","JEROME RD","LACONIA AVE",,,"ADDRESS","Open","02 STATEN ISLAND","STATEN ISLAND","960778","156280","PHONE","Unspecified","STATEN ISLAND","40.59559764761588","-74.08451829901011","@{latitude=40.59559764761588; longitude=-74.08451829901011; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078243","2025-12-06T13:13:49.000","DSNY","Department of Sanitation","Missed Collection","Recycling - Paper/Metal/Glass/Rigid Plastic","Street","10312","422 EDGEGROVE AVENUE","EDGEGROVE AVENUE","ALBEE AVENUE","DRUMGOOLE ROAD EAST","ALBEE AVENUE","DRUMGOOLE ROAD EAST","ADDRESS","In Progress","03 STATEN ISLAND","STATEN ISLAND","932693","135930","PHONE","Unspecified","STATEN ISLAND","40.53962210402244","-74.18549176467968","@{latitude=40.53962210402244; longitude=-74.18549176467968; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079582","2025-12-06T13:13:46.000","DHS","Department of Homeless Services","Homeless Person Assistance","Non-Chronic","Street/Sidewalk","10001","8 AVENUE","8 AVENUE","8 AVENUE","WEST   31 STREET","8 AVENUE","WEST 31 STREET","INTERSECTION","Assigned","04 MANHATTAN","MANHATTAN","985679","212629","PHONE","Unspecified","MANHATTAN","40.75029392324656","-73.99484248924927","@{latitude=40.75029392324656; longitude=-73.99484248924927; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078160","2025-12-06T13:11:57.000","DOT","Department of Transportation","Street Sign - Damaged","St Name - Attached to Pole","Street","11229","1201 AVENUE W","AVENUE W","EAST   12 STREET","GRAVESEND NECK ROAD","EAST   12 STREET","GRAVESEND NECK ROAD","ADDRESS","In Progress","15 BROOKLYN","BROOKLYN","995549","155666","PHONE","Unspecified","BROOKLYN","40.59393621977312","-73.9593154232329","@{latitude=40.59393621977312; longitude=-73.9593154232329; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67085152","2025-12-06T13:11:46.000","DOB","Department of Buildings","Elevator","Elevator - Multiple Devices On Property",,"10455","745 FOX STREET","FOX STREET",,,,,"ADDRESS","Open","02 BRONX","BRONX","1012286","236294","UNKNOWN","Unspecified","BRONX","40.8152036852302","-73.89871446322147","@{latitude=40.8152036852302; longitude=-73.89871446322147; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078510","2025-12-06T13:11:46.000","DOB","Department of Buildings","Building/Use","Illegal Conversion Of Residential Building/Space",,"11223","1932 WEST   13 STREET","WEST   13 STREET",,,,,"ADDRESS","Open","11 BROOKLYN","BROOKLYN","988475","157699","UNKNOWN","Unspecified","BROOKLYN","40.59952258963377","-73.98478567012413","@{latitude=40.59952258963377; longitude=-73.98478567012413; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67080807","2025-12-06T13:11:46.000","DOB","Department of Buildings","Elevator","Elevator - Multiple Devices On Property",,"10027","2185 7 AVENUE","7 AVENUE",,,,,"ADDRESS","Open","10 MANHATTAN","MANHATTAN","999096","234984","UNKNOWN","Unspecified","MANHATTAN","40.811640114559886","-73.94636879991056","@{latitude=40.811640114559886; longitude=-73.94636879991056; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082616","2025-12-06T13:11:00.000","DEP","Department of Environmental Protection","Water System","Hydrant Running (WC3)",,"11209","7115 6 AVENUE","6 AVENUE","71 ST","72 ST",,,"ADDRESS","Closed","10 BROOKLYN","BROOKLYN","978929","169076","ONLINE","Unspecified","BROOKLYN","40.63074951060271","-74.01917001870625","@{latitude=40.63074951060271; longitude=-74.01917001870625; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076558","2025-12-06T13:10:59.000","DPR","Department of Parks and Recreation","Illegal Tree Damage","Trunk Damaged","Street","10027","115 WEST  132 STREET","WEST  132 STREET","LENOX AVENUE","ADAM CLAYTON POWELL JR BOULEVARD","LENOX AVENUE","ADAM CLAYTON POWELL JR BOULEVARD","ADDRESS","In Progress","10 MANHATTAN","MANHATTAN","1000032","235304","MOBILE","Unspecified","MANHATTAN","40.81251680280953","-73.94298674686462","@{latitude=40.81251680280953; longitude=-73.94298674686462; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079618","2025-12-06T13:09:12.000","DSNY","Department of Sanitation","Missed Collection","Recycling - Paper/Metal/Glass/Rigid Plastic","Street","11433","94-14 170 STREET","170 STREET","DOUGLAS AVENUE","LIBERTY AVENUE","DOUGLAS AVENUE","LIBERTY AVENUE","ADDRESS","In Progress","12 QUEENS","QUEENS","1042947","195887","PHONE","Unspecified","QUEENS","40.704146646958925","-73.78829871266251","@{latitude=40.704146646958925; longitude=-73.78829871266251; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67083871","2025-12-06T13:09:00.000","DSNY","Department of Sanitation","Derelict Vehicles","Derelict Vehicles","Street","10459","1082 HALL PLACE","HALL PLACE","EAST 165 STREET","EAST 167 STREET",,,"ADDRESS","Closed","02 BRONX","BRONX","1012627","240056","PHONE","Unspecified","BRONX","40.82552821810799","-73.89746662676508","@{latitude=40.82552821810799; longitude=-73.89746662676508; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079754","2025-12-06T13:08:46.000","DOB","Department of Buildings","Building/Use","No Certificate Of Occupancy/Illegal/Contrary To CO",,"11220","4620 5 AVENUE","5 AVENUE",,,,,"ADDRESS","Open","07 BROOKLYN","BROOKLYN","981984","175064","UNKNOWN","Unspecified","BROOKLYN","40.64718659892073","-74.00816575147621","@{latitude=40.64718659892073; longitude=-74.00816575147621; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67080940","2025-12-06T13:07:09.000","DOT","Department of Transportation","Sidewalk Condition","Blocked - Construction","Sidewalk","11215","601 UNION STREET","UNION STREET","3 AVENUE","4 AVENUE","3 AVENUE","4 AVENUE","ADDRESS","In Progress","06 BROOKLYN","BROOKLYN","988389","186369","ONLINE","Unspecified","BROOKLYN","40.67821564606527","-73.98507777103555","@{latitude=40.67821564606527; longitude=-73.98507777103555; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67080844","2025-12-06T13:07:01.000","DPR","Department of Parks and Recreation","Damaged Tree","Tree Alive - in Poor Condition","Street","11429","218-50 100 AVENUE","100 AVENUE","218 STREET","SPRINGFIELD BOULEVARD","218 STREET","SPRINGFIELD BOULEVARD","ADDRESS","In Progress","13 QUEENS","QUEENS","1057233","199882","ONLINE","Unspecified","QUEENS","40.71500562810237","-73.73673065964725","@{latitude=40.71500562810237; longitude=-73.73673065964725; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081004","2025-12-06T13:06:54.000","DHS","Department of Homeless Services","Homeless Person Assistance","Non-Chronic","Street/Sidewalk","11432","187-23 HILLSIDE AVENUE","HILLSIDE AVENUE","187 STREET","187 PLACE","187 STREET","187 PLACE","ADDRESS","Closed","08 QUEENS","QUEENS","1046665","199783","PHONE","Unspecified","QUEENS","40.71481476393019","-73.77485301811708","@{latitude=40.71481476393019; longitude=-73.77485301811708; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082300","2025-12-06T13:06:28.000","DPR","Department of Parks and Recreation","Damaged Tree","Branch Cracked and Will Fall","Street","11203","306 EAST   48 STREET","EAST   48 STREET","LENOX ROAD","LINDEN BOULEVARD","LENOX ROAD","LINDEN BOULEVARD","ADDRESS","In Progress","17 BROOKLYN","BROOKLYN","1002938","177771","PHONE","Unspecified","BROOKLYN","40.654597295768475","-73.93264848642968","@{latitude=40.654597295768475; longitude=-73.93264848642968; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67077054","2025-12-06T13:05:45.000","DOB","Department of Buildings","Emergency Response Team (ERT)","After Hours Work - Illegal",,"11201","38 STATE STREET","STATE STREET",,,,,"ADDRESS","Open","02 BROOKLYN","BROOKLYN","984685","191428","UNKNOWN","Unspecified","BROOKLYN","40.692102401813145","-73.99843137919697","@{latitude=40.692102401813145; longitude=-73.99843137919697; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67077061","2025-12-06T13:05:45.000","DOB","Department of Buildings","Plumbing","Plumbing Work - Illegal/No Permit/Standpipe/Sprinkler",,"11223","1932 WEST   13 STREET","WEST   13 STREET",,,,,"ADDRESS","Open","11 BROOKLYN","BROOKLYN","988475","157699","UNKNOWN","Unspecified","BROOKLYN","40.59952258963377","-73.98478567012413","@{latitude=40.59952258963377; longitude=-73.98478567012413; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079745","2025-12-06T13:05:00.000","DEP","Department of Environmental Protection","Water System","Hydrant Running Full (WA4)",,"11209","6 AVENUE","6 AVENUE","72 STREET","73 STREET",,,"BLOCKFACE","Closed","10 BROOKLYN","BROOKLYN",,,"PHONE","Unspecified","BROOKLYN",,,
"67082411","2025-12-06T13:03:35.000","DOT","Department of Transportation","Street Condition","Blocked - Construction","Street","11201","HICKS STREET","HICKS STREET","HICKS STREET","KANE STREET","HICKS STREET","KANE STREET","INTERSECTION","In Progress","06 BROOKLYN","BROOKLYN","984235","189685","ONLINE","Unspecified","BROOKLYN","40.68731827854315","-74.0000540864917","@{latitude=40.68731827854315; longitude=-74.0000540864917; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076724","2025-12-06T13:03:15.000","DHS","Department of Homeless Services","Encampment","N/A","Street/Sidewalk","10003","315 EAST   13 STREET","EAST   13 STREET","2 AVENUE","1 AVENUE","2 AVENUE","1 AVENUE","ADDRESS","In Progress","03 MANHATTAN","MANHATTAN","988450","205751","ONLINE","Unspecified","MANHATTAN","40.731414642560445","-73.9848457605991","@{latitude=40.731414642560445; longitude=-73.9848457605991; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67083961","2025-12-06T13:02:45.000","DSNY","Department of Sanitation","Obstruction","Cone","Street","11201","HICKS STREET","HICKS STREET","HICKS STREET","KANE STREET","HICKS STREET","KANE STREET","INTERSECTION","In Progress","06 BROOKLYN","BROOKLYN","984235","189685","ONLINE","Unspecified","BROOKLYN","40.68731827854315","-74.0000540864917","@{latitude=40.68731827854315; longitude=-74.0000540864917; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67075538","2025-12-06T13:02:44.000","DOB","Department of Buildings","General Construction/Plumbing","Building - Vacant, Open And Unguarded",,"11217","86 STREET OF ARTS","STREET OF ARTS",,,,,"ADDRESS","Open","02 BROOKLYN","BROOKLYN","990022","189761","UNKNOWN","Unspecified","BROOKLYN","40.68752499905203","-73.97918745327765","@{latitude=40.68752499905203; longitude=-73.97918745327765; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076806","2025-12-06T13:01:07.000","DSNY","Department of Sanitation","Missed Collection","Trash","Street","11434","114-06 MERRICK BOULEVARD","MERRICK BOULEVARD","LINDEN BOULEVARD","115 AVENUE","LINDEN BOULEVARD","115 AVENUE","ADDRESS","Closed","12 QUEENS","QUEENS","1045549","191218","ONLINE","Unspecified","QUEENS","40.69131372733408","-73.77895666370479","@{latitude=40.69131372733408; longitude=-73.77895666370479; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67085362","2025-12-06T13:00:12.000","DHS","Department of Homeless Services","Encampment","N/A","Park/Playground","10001","317 9 AVENUE","9 AVENUE","WEST   28 STREET","WEST   29 STREET","WEST   28 STREET","WEST   29 STREET","ADDRESS","In Progress","04 MANHATTAN","MANHATTAN","984558","212471","MOBILE","N/A","MANHATTAN","40.74986036322004","-73.99888838140522","@{latitude=40.74986036322004; longitude=-73.99888838140522; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076503","2025-12-06T12:59:44.000","DOB","Department of Buildings","Elevator","Elevator - Single Device On Property/No Alternate Service",,"11214","2255 CROPSEY AVENUE","CROPSEY AVENUE",,,,,"ADDRESS","Open","11 BROOKLYN","BROOKLYN","985005","156454","UNKNOWN","Unspecified","BROOKLYN","40.596106291107226","-73.99728136537365","@{latitude=40.596106291107226; longitude=-73.99728136537365; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67083957","2025-12-06T12:59:44.000","DOB","Department of Buildings","Real Time Enforcement","Work Without A Permit - Occupied Multiple Dwelling",,"10463","1 MARBLE HILL AVENUE","MARBLE HILL AVENUE",,,,,"ADDRESS","Open","08 BRONX","MANHATTAN","1008906","258026","UNKNOWN","Unspecified","MANHATTAN","40.87486169319855","-73.91084545884848","@{latitude=40.87486169319855; longitude=-73.91084545884848; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078100","2025-12-06T12:59:18.000","EDC","Economic Development Corporation","Noise - Helicopter","NYPD","Above Address","11201","130 HICKS STREET","HICKS STREET","CLARK STREET","LOVE LANE","CLARK STREET","LOVE LANE","ADDRESS","In Progress","02 BROOKLYN","BROOKLYN","985696","193406","ONLINE","Unspecified","BROOKLYN","40.69753144575018","-73.9947852634782","@{latitude=40.69753144575018; longitude=-73.9947852634782; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078361","2025-12-06T12:59:00.000","DEP","Department of Environmental Protection","Water System","Hydrant Knocked Over/Missing (WC)",,"10003",,,,,"WEST 9 STREET","5 AVENUE","INTERSECTION","Closed","02 MANHATTAN","MANHATTAN","985382","206273","PHONE","Unspecified","MANHATTAN","40.732848329178424","-73.99591548380599","@{latitude=40.732848329178424; longitude=-73.99591548380599; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082355","2025-12-06T12:57:51.000","DPR","Department of Parks and Recreation","Maintenance or Facility","Structure - Outdoors","Park","11235","126 BRIGHTWATER COURT","BRIGHTWATER COURT","BRIGHTON    1 ROAD","BRIGHTON    1 PLACE","BRIGHTON    1 ROAD","BRIGHTON    1 PLACE","ADDRESS","In Progress","13 BROOKLYN","BROOKLYN","993753","148954","PHONE","Unspecified","BROOKLYN","40.57551522197744","-73.96579176027318","@{latitude=40.57551522197744; longitude=-73.96579176027318; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078193","2025-12-06T12:57:34.000","DHS","Department of Homeless Services","Homeless Person Assistance","Non-Chronic","Street/Sidewalk","10003","31 5 AVENUE","5 AVENUE","EAST 9 STREET","EAST 10 STREET","EAST    9 STREET","EAST   10 STREET","ADDRESS","Closed","02 MANHATTAN","MANHATTAN","985469","206424","MOBILE","Unspecified","MANHATTAN","40.733262775504684","-73.99560154045145","@{latitude=40.733262775504684; longitude=-73.99560154045145; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076840","2025-12-06T12:57:03.000","DOHMH","Department of Health and Mental Hygiene","Smoking or Vaping","Allowed in Smoke Free Area","Residential Building","10301","5 STUYVESANT PLACE","STUYVESANT PLACE","RICHMOND TERRACE","HAMILTON AVENUE","RICHMOND TERRACE","HAMILTON AVENUE","ADDRESS","In Progress","01 STATEN ISLAND","STATEN ISLAND","962431","174626","ONLINE","Unspecified","STATEN ISLAND","40.64595779613522","-74.0786254518305","@{latitude=40.64595779613522; longitude=-74.0786254518305; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079455","2025-12-06T12:56:41.000","DOE","Department of Education","School Maintenance","Plumbing Problem","School","10475","800 BAYCHESTER AVENUE","BAYCHESTER AVENUE","EAST  222 ST PEDESTRIAN OVERPASS","DONIZETTI PLACE","EAST  222 ST PEDESTRIAN OVERPASS","DONIZETTI PLACE","ADDRESS","In Progress","10 BRONX","BRONX","1030188","258214","PHONE","Unspecified","BRONX","40.87529258564734","-73.83388994158294","@{latitude=40.87529258564734; longitude=-73.83388994158294; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078149","2025-12-06T12:56:02.000","DOT","Department of Transportation","Sidewalk Condition","Broken Sidewalk","Sidewalk","11102","25-40 SHORE BOULEVARD","SHORE BOULEVARD","12 STREET","DEAD END","12 STREET","DEAD END","ADDRESS","In Progress","01 QUEENS","QUEENS","1003974","221930","PHONE","Unspecified","QUEENS","40.77580088199622","-73.92878536156479","@{latitude=40.77580088199622; longitude=-73.92878536156479; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078158","2025-12-06T12:55:43.000","DOT","Department of Transportation","Street Condition","Rough, Pitted or Cracked Roads","Street","11373","93-28 CORONA AVENUE","CORONA AVENUE","93 STREET","94 STREET","93 STREET","94 STREET","ADDRESS","In Progress","04 QUEENS","QUEENS","1020123","209767","ONLINE","Unspecified","QUEENS","40.74236580984541","-73.87054343298209","@{latitude=40.74236580984541; longitude=-73.87054343298209; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
